id,dependencies,projects,full license list,license urls
CDDL-1.1 OR GPL-2.0-with-classpath-exception,"com.sun.istack:istack-commons-runtime@3.0.7, com.sun.mail:javax.mail@1.5.5, com.sun.xml.bind:jaxb-core@2.3.0.1, com.sun.xml.bind:jaxb-impl@2.3.0.1, javax.activation:javax.activation-api@1.2.0, javax.annotation:javax.annotation-api@1.3.2, javax.ws.rs:javax.ws.rs-api@2.0.1, javax.xml.bind:jaxb-api@2.3.0, javax.xml.bind:jaxb-api@2.3.1, org.glassfish.jaxb:jaxb-runtime@2.3.1","hashgraph/hedera-hcs-sxc-java(main):hcs-sxc-java-examples/hcs-sxc-java-settlement-demo/pom.xml, hashgraph/hedera-hcs-sxc-java(main):hcs-sxc-java-examples/hcs-sxc-java-token-demo/pom.xml, hashgraph/hedera-accelerator-loyalty:hedera-loyalty-rewards-back-end/business/embedded/build.gradle, hashgraph/hedera-hcs-sxc-java(main):hcs-sxc-java-plugins/hcs-sxc-java-plugins-persistence-hibernate/pom.xml, hashgraph/hedera-hcs-sxc-java(main):hcs-sxc-java-coverage/pom.xml, hashgraph/hedera-stable-coin-demo(master):stable-coin-platform/build.gradle, hashgraph/hedera-hcs-s3-monitor-java(master):pom.xml, hashgraph/hedera-hcs-erc721-sample(master):contract/build.gradle, hashgraph/hedera-nft-auction-demo(main):hedera-nft-auction-demo-java-node/build.gradle, hashgraph/hedera-stable-coin(master):build.gradle, hedera-mirror-node/importer:build.gradle.kts, node/importer:build.gradle.kts, hedera-mirror-node/graphql:build.gradle.kts, hashgraph/hedera-nft-auction-demo:hedera-nft-auction-demo-java-node/build.gradle, node/graphql:build.gradle.kts, hashgraph/hedera-smart-contracts-libs-lab(main):javaWithWeb3j/build.gradle, hashgraph/hedera-hcs-sxc-java(main):hcs-sxc-java-examples/hcs-sxc-java-queue-consumer/hcs-sxc-java-queue-listener/pom.xml, hashgraph/hedera-transaction-tool-demo(main):tools-cli/pom.xml, hashgraph/hedera-transaction-tool-demo(main):tools-ui/pom.xml, hashgraph/hedera-hcs-sxc-java(main):hcs-sxc-java-examples/hcs-sxc-java-queue-consumer/hcs-sxc-java-queue-config/pom.xml, hashgraph/hedera-proof-of-action-microservice(master):build.gradle, hedera-mirror-node/grpc:build.gradle.kts, hashgraph/hedera-hcs-sxc-java(main):hcs-sxc-java-examples/hcs-sxc-java-queue-consumer/pom.xml, hashgraph/hedera-transaction-tool-demo(main):tools-core/pom.xml, hashgraph/hedera-exchange-rate-tool(master):pom.xml, hashgraph/hedera-hcs-sxc-java(main):hcs-sxc-java-examples/hcs-sxc-java-queue-consumer/hcs-sxc-java-queue-generator/pom.xml, hedera-mirror-node/protobuf:build.gradle.kts, private-hedera-services/hapi:build.gradle.kts, node/protobuf:build.gradle.kts, node/grpc:build.gradle.kts, hashgraph/hedera-accelerator-loyalty:hedera-loyalty-rewards-back-end/hashgraph/embedded/build.gradle, hashgraph/hedera-protobufs-java(main):pom.xml, node/web3:build.gradle.kts, node/common:build.gradle.kts, node/rest-java:build.gradle.kts","CDDL-1.1, GPL-2.0-with-classpath-exception","https://app.snyk.io/vuln/snyk:lic:CDDL-1.1, https://app.snyk.io/vuln/snyk:lic:GPL-2.0-with-classpath-exception"
CPL-1.0 OR EPL-1.0 OR IPL-1.0,github.com/eclipse/paho.mqtt.golang@v1.2.0,hashgraph/private-hedera-services:hedera-node/test-clients/uniswap-go-clients/go.mod,"CPL-1.0, EPL-1.0, IPL-1.0","https://app.snyk.io/vuln/snyk:lic:CPL-1.0, https://app.snyk.io/vuln/snyk:lic:EPL-1.0, https://app.snyk.io/vuln/snyk:lic:IPL-1.0"
EDL-1.0 OR EPL-1.0,"javax.persistence:javax.persistence-api@2.2, org.eclipse.collections:eclipse-collections@10.4.0","hashgraph/hedera-hcs-sxc-java(main):hcs-sxc-java-plugins/hcs-sxc-java-plugins-persistence-hibernate/pom.xml, hashgraph/hedera-hcs-sxc-java(main):hcs-sxc-java-coverage/pom.xml, private-hedera-services/swirlds-config-api:build.gradle.kts, private-hedera-services/app-hapi-fees:build.gradle.kts, private-hedera-services/swirlds-test-framework:build.gradle.kts, private-hedera-services/app-service-util:build.gradle.kts, private-hedera-services/swirlds-common:build.gradle.kts, private-hedera-services/app-service-evm-impl:build.gradle.kts, private-hedera-services/swirlds-logging:build.gradle.kts, private-hedera-services/swirlds-merkledb:build.gradle.kts, private-hedera-services/app-service-mono:build.gradle.kts, private-hedera-services/swirlds-merkle-test:build.gradle.kts, private-hedera-services/app-service-token:build.gradle.kts, private-hedera-services/swirlds-platform-gui:build.gradle.kts, private-hedera-services/app-service-network-admin:build.gradle.kts, private-hedera-services/swirlds-cli:build.gradle.kts, private-hedera-services/app-service-util-impl:build.gradle.kts, private-hedera-services/app-service-file:build.gradle.kts, private-hedera-services/swirlds-config-impl:build.gradle.kts, private-hedera-services/swirlds-config-benchmark:build.gradle.kts, private-hedera-services/hapi:build.gradle.kts, private-hedera-services/app-spi:build.gradle.kts, private-hedera-services/swirlds-base:build.gradle.kts, private-hedera-services/app-service-evm:build.gradle.kts, private-hedera-services/app-hapi-utils:build.gradle.kts, private-hedera-services/app-service-consensus:build.gradle.kts, private-hedera-services/app-service-contract:build.gradle.kts, private-hedera-services/swirlds-fchashmap:build.gradle.kts, private-hedera-services/app-service-schedule:build.gradle.kts, private-hedera-services/swirlds-common-testing:build.gradle.kts, private-hedera-services/swirlds-virtualmap:build.gradle.kts, private-hedera-services/swirlds-fcqueue:build.gradle.kts, private-hedera-services/swirlds:build.gradle.kts, private-hedera-services/swirlds-merkle:build.gradle.kts","EDL-1.0, EPL-1.0","https://app.snyk.io/vuln/snyk:lic:EDL-1.0, https://app.snyk.io/vuln/snyk:lic:EPL-1.0"
EDL-1.0 OR EPL-2.0,"jakarta.persistence:jakarta.persistence-api@2.2.3, jakarta.persistence:jakarta.persistence-api@3.1.0","hashgraph/hedera-hcs-sxc-java(main):hcs-sxc-java-examples/hcs-sxc-java-settlement-demo/pom.xml, hashgraph/hedera-hcs-sxc-java(main):hcs-sxc-java-coverage/pom.xml, hashgraph/hedera-hcs-sxc-java(main):hcs-sxc-java-examples/hcs-sxc-java-token-demo/pom.xml, hedera-mirror-node/web3:build.gradle.kts, hedera-mirror-node/grpc:build.gradle.kts, hedera-mirror-node/importer:build.gradle.kts, node/importer:build.gradle.kts, hedera-mirror-node/rest-java:build.gradle.kts, node/web3:build.gradle.kts, node/common:build.gradle.kts, node/rest-java:build.gradle.kts, hedera-mirror-node/common:build.gradle.kts, hedera-mirror-node/graphql:build.gradle.kts, node/grpc:build.gradle.kts, node/graphql:build.gradle.kts","EDL-1.0, EPL-2.0","https://app.snyk.io/vuln/snyk:lic:EDL-1.0, https://app.snyk.io/vuln/snyk:lic:EPL-2.0"
EPL-1.0 OR EDL-1.0,org.eclipse.collections:eclipse-collections-api@10.4.0,"private-hedera-services/test-clients:build.gradle.kts, private-hedera-services/app-service-file-impl:build.gradle.kts, private-hedera-services/swirlds-config-api:build.gradle.kts, private-hedera-services/app-hapi-fees:build.gradle.kts, private-hedera-services/swirlds-test-framework:build.gradle.kts, private-hedera-services/app-service-schedule-impl:build.gradle.kts, private-hedera-services/app-service-util:build.gradle.kts, private-hedera-services/swirlds-common:build.gradle.kts, private-hedera-services/config:build.gradle.kts, private-hedera-services/app-service-evm-impl:build.gradle.kts, private-hedera-services/swirlds-logging:build.gradle.kts, private-hedera-services/swirlds-merkledb:build.gradle.kts, private-hedera-services/app-service-token-impl:build.gradle.kts, private-hedera-services/app-service-network-admin-impl:build.gradle.kts, private-hedera-services/app-service-mono:build.gradle.kts, private-hedera-services/swirlds-merkle-test:build.gradle.kts, private-hedera-services/app-service-token:build.gradle.kts, private-hedera-services/app-service-consensus-impl:build.gradle.kts, private-hedera-services/swirlds-platform-gui:build.gradle.kts, private-hedera-services/app-service-network-admin:build.gradle.kts, private-hedera-services/swirlds-cli:build.gradle.kts, private-hedera-services/app-service-util-impl:build.gradle.kts, private-hedera-services/app-service-file:build.gradle.kts, private-hedera-services/swirlds-config-impl:build.gradle.kts, private-hedera-services/swirlds-config-benchmark:build.gradle.kts, private-hedera-services/services-cli:build.gradle.kts, private-hedera-services/hapi:build.gradle.kts, private-hedera-services/app-spi:build.gradle.kts, private-hedera-services/swirlds-base:build.gradle.kts, private-hedera-services/app-service-evm:build.gradle.kts, private-hedera-services/app-hapi-utils:build.gradle.kts, private-hedera-services/app-service-consensus:build.gradle.kts, private-hedera-services/app-service-contract:build.gradle.kts, private-hedera-services/swirlds-fchashmap:build.gradle.kts, private-hedera-services/app-service-schedule:build.gradle.kts, private-hedera-services/swirlds-common-testing:build.gradle.kts, private-hedera-services/app:build.gradle.kts, private-hedera-services/swirlds-virtualmap:build.gradle.kts, private-hedera-services/swirlds-fcqueue:build.gradle.kts, private-hedera-services/swirlds:build.gradle.kts, private-hedera-services/app-service-contract-impl:build.gradle.kts, private-hedera-services/swirlds-merkle:build.gradle.kts","EPL-1.0, EDL-1.0","https://app.snyk.io/vuln/snyk:lic:EPL-1.0, https://app.snyk.io/vuln/snyk:lic:EDL-1.0"
EPL-1.0 OR GPL-2.0 OR LGPL-2.1,com.github.jnr:jnr-posix@3.0.47,"hashgraph/hedera-stable-coin-demo(master):stable-coin-platform/build.gradle, hashgraph/hedera-stable-coin-demo(master):stable-coin-bridge/build.gradle","EPL-1.0, GPL-2.0, LGPL-2.1","https://app.snyk.io/vuln/snyk:lic:EPL-1.0, https://app.snyk.io/vuln/snyk:lic:GPL-2.0, https://app.snyk.io/vuln/snyk:lic:LGPL-2.1"
EPL-1.0 OR LGPL-2.1,"ch.qos.logback:logback-classic@1.2.0, ch.qos.logback:logback-classic@1.2.3, ch.qos.logback:logback-classic@1.4.13, ch.qos.logback:logback-classic@1.4.14, ch.qos.logback:logback-classic@1.5.6, ch.qos.logback:logback-core@1.2.0, ch.qos.logback:logback-core@1.2.3, ch.qos.logback:logback-core@1.4.13, ch.qos.logback:logback-core@1.4.14, ch.qos.logback:logback-core@1.5.6","hashgraph/hl-mercury(master):orderer-plugin-poc/hashgraph4orderer/pom.xml, hashgraph/hedera-hcs-sxc-java(main):hcs-sxc-java-examples/hcs-sxc-java-queue-consumer/hcs-sxc-java-queue-listener/pom.xml, hashgraph/hedera-hcs-sxc-java(main):hcs-sxc-java-examples/hcs-sxc-java-settlement-demo/pom.xml, hashgraph/hedera-hcs-sxc-java(main):hcs-sxc-java-coverage/pom.xml, hashgraph/hedera-hcs-sxc-java(main):hcs-sxc-java-examples/hcs-sxc-java-token-demo/pom.xml, node/importer:build.gradle.kts, node/web3:build.gradle.kts, node/common:build.gradle.kts, node/rest-java:build.gradle.kts, node/test:build.gradle.kts, node/protobuf:build.gradle.kts, node/grpc:build.gradle.kts, node/monitor:build.gradle.kts, node/graphql:build.gradle.kts, full-stack-testing/fullstack-service-locator:build.gradle.kts, full-stack-testing/fullstack-helm-client:build.gradle.kts, hedera-mirror-node/web3:build.gradle.kts, hedera-mirror-node/test:build.gradle.kts, hedera-mirror-node/grpc:build.gradle.kts, hedera-mirror-node/importer:build.gradle.kts, hedera-mirror-node/rest-java:build.gradle.kts, hedera-mirror-node/protobuf:build.gradle.kts, hedera-mirror-node/common:build.gradle.kts, hedera-mirror-node/monitor:build.gradle.kts, hedera-mirror-node/graphql:build.gradle.kts","EPL-1.0, LGPL-2.1","https://app.snyk.io/vuln/snyk:lic:EPL-1.0, https://app.snyk.io/vuln/snyk:lic:LGPL-2.1"
EPL-2.0 OR GPL-2.0-with-classpath-exception,"jakarta.annotation:jakarta.annotation-api@1.3.5, jakarta.annotation:jakarta.annotation-api@2.0.0, jakarta.annotation:jakarta.annotation-api@2.0.0-RC1, jakarta.annotation:jakarta.annotation-api@2.1.1, jakarta.el:jakarta.el-api@4.0.0, jakarta.transaction:jakarta.transaction-api@1.3.3, jakarta.transaction:jakarta.transaction-api@2.0.1, jakarta.ws.rs:jakarta.ws.rs-api@2.1.6, jakarta.ws.rs:jakarta.ws.rs-api@3.1.0, org.glassfish.hk2.external:aopalliance-repackaged@2.6.1, org.glassfish.hk2.external:jakarta.inject@2.6.1, org.glassfish.hk2:hk2-api@2.6.1, org.glassfish.hk2:hk2-locator@2.6.1, org.glassfish.hk2:hk2-utils@2.6.1, org.glassfish.hk2:osgi-resource-locator@1.0.3, org.glassfish:jakarta.el@4.0.2, org.glassfish.jersey.core:jersey-common@2.31","hashgraph/hedera-hcs-sxc-java(main):hcs-sxc-java-examples/hcs-sxc-java-queue-consumer/hcs-sxc-java-queue-listener/pom.xml, hashgraph/hedera-hcs-sxc-java(main):hcs-sxc-java-examples/hcs-sxc-java-settlement-demo/pom.xml, hashgraph/hedera-hcs-sxc-java(main):hcs-sxc-java-coverage/pom.xml, hashgraph/hedera-stablecoin-demo-archived(master):e2eTesting/pom.xml, hashgraph/hedera-hcs-sxc-java(main):hcs-sxc-java-examples/hcs-sxc-java-token-demo/pom.xml, hashgraph/hedera-smart-contracts-libs-lab(main):javaWithWeb3j/build.gradle, hashgraph/hedera-hcs-erc721-sample(master):contract/build.gradle, hashgraph/hedera-nft-auction-demo(main):hedera-nft-auction-demo-java-node/build.gradle, hashgraph/hedera-nft-auction-demo:hedera-nft-auction-demo-java-node/build.gradle, hashgraph/hedera-proof-of-action-microservice(master):build.gradle, hashgraph/hedera-theft-prevention-demo(master):hedera-proof-of-action-microservice/build.gradle, hashgraph/hedera-stable-coin(master):build.gradle, hedera-mirror-node/web3:build.gradle.kts, hedera-mirror-node/test:build.gradle.kts, hedera-mirror-node/grpc:build.gradle.kts, hedera-mirror-node/importer:build.gradle.kts, node/importer:build.gradle.kts, hedera-mirror-node/rest-java:build.gradle.kts, node/web3:build.gradle.kts, node/common:build.gradle.kts, hedera-mirror-node/protobuf:build.gradle.kts, node/rest-java:build.gradle.kts, hedera-mirror-node/common:build.gradle.kts, hedera-mirror-node/monitor:build.gradle.kts, hedera-mirror-node/graphql:build.gradle.kts, node/test:build.gradle.kts, node/protobuf:build.gradle.kts, node/grpc:build.gradle.kts, node/monitor:build.gradle.kts, node/graphql:build.gradle.kts","EPL-2.0, GPL-2.0-with-classpath-exception","https://app.snyk.io/vuln/snyk:lic:EPL-2.0, https://app.snyk.io/vuln/snyk:lic:GPL-2.0-with-classpath-exception"
FTL OR GPL-2.0,github.com/golang/freetype@v0.0.0-20170609003504-e2365dfdc4a0,"hashgraph/private-hedera-services:hedera-node/test-clients/uniswap-go-clients/go.mod, hashgraph/hedera-mirror-node(main):hedera-mirror-rosetta/go.mod","FTL, GPL-2.0","https://app.snyk.io/vuln/snyk:lic:FTL, https://app.snyk.io/vuln/snyk:lic:GPL-2.0"
GPL-2.0 OR MIT,ua-parser-js@0.7.19,hashgraph/hedera-fee-tool-js(master):package.json,"GPL-2.0, MIT","https://app.snyk.io/vuln/snyk:lic:GPL-2.0, https://app.snyk.io/vuln/snyk:lic:MIT"
GPL-2.0-with-classpath-exception OR CDDL-1.1,"org.glassfish.jaxb:txw2@2.3.1, org.jboss.spec.javax.transaction:jboss-transaction-api_1.2_spec@1.1.1.Final, org.jvnet.staxex:stax-ex@1.8","hashgraph/hedera-hcs-sxc-java(main):hcs-sxc-java-examples/hcs-sxc-java-settlement-demo/pom.xml, hashgraph/hedera-hcs-sxc-java(main):hcs-sxc-java-examples/hcs-sxc-java-token-demo/pom.xml, hashgraph/hedera-hcs-sxc-java(main):hcs-sxc-java-plugins/hcs-sxc-java-plugins-persistence-hibernate/pom.xml, hashgraph/hedera-hcs-sxc-java(main):hcs-sxc-java-coverage/pom.xml","GPL-2.0-with-classpath-exception, CDDL-1.1","https://app.snyk.io/vuln/snyk:lic:GPL-2.0-with-classpath-exception, https://app.snyk.io/vuln/snyk:lic:CDDL-1.1"
GPL-2.0-with-classpath-exception OR MIT,"org.checkerframework:checker-compat-qual@2.0.0, org.checkerframework:checker-compat-qual@2.5.2, org.checkerframework:checker-compat-qual@2.5.3, org.checkerframework:checker-compat-qual@2.5.5","hashgraph/ethereumj(hedera):ethereumj-core/build.gradle, hashgraph/hedera-hcs-s3-monitor-java(master):pom.xml, hashgraph/logstash-output-hedera(master):build.gradle, hashgraph/hedera-hcs-token-example(master):pom.xml, hashgraph/log4j2-hedera(master):pom.xml, hashgraph/hedera-proof-of-action-microservice(master):build.gradle, hashgraph/hedera-theft-prevention-demo(master):hedera-proof-of-action-microservice/build.gradle, private-hedera-services/app-service-file-impl:build.gradle.kts, hashgraph/hedera-smart-contracts-libs-lab(main):javaWithWeb3j/build.gradle, private-hedera-services/app-hapi-fees:build.gradle.kts, hashgraph/hedera-stable-coin(master):sdk/build.gradle, private-hedera-services/app-service-schedule-impl:build.gradle.kts, hashgraph/hedera-hcs-corda-demo(master):build.gradle, private-hedera-services/app-service-token-impl:build.gradle.kts, private-hedera-services/app-service-network-admin-impl:build.gradle.kts, private-hedera-services/app-service-mono:build.gradle.kts, hashgraph/corda-notary-hedera(master):notary/build.gradle, hashgraph/hedera-stablecoin-demo-archived(master):e2eTesting/pom.xml, hashgraph/hedera-exchange-rate-tool(master):pom.xml, private-hedera-services/app-service-consensus-impl:build.gradle.kts, private-hedera-services/app-service-util-impl:build.gradle.kts, private-hedera-services/app-service-evm:build.gradle.kts, private-hedera-services/app-hapi-utils:build.gradle.kts, hashgraph/hedera-accelerator-loyalty:hedera-loyalty-rewards-back-end/hashgraph/embedded/build.gradle, private-hedera-services/app:build.gradle.kts, private-hedera-services/app-service-contract-impl:build.gradle.kts, hashgraph/hedera-protobufs-java(main):pom.xml","GPL-2.0-with-classpath-exception, MIT","https://app.snyk.io/vuln/snyk:lic:GPL-2.0-with-classpath-exception, https://app.snyk.io/vuln/snyk:lic:MIT"
GPL-3.0 OR LGPL-3.0,github.com/ethereum/go-ethereum@v1.14.7,hashgraph/hedera-mirror-node(main):hedera-mirror-rosetta/go.mod,"GPL-3.0, LGPL-3.0","https://app.snyk.io/vuln/snyk:lic:GPL-3.0, https://app.snyk.io/vuln/snyk:lic:LGPL-3.0"
GPL-3.0 OR MIT,jszip@3.10.1,"hashgraph/hedera-sourcify(main):packages/lib-sourcify/package.json, hashgraph/stablecoin-studio(main):package.json, hashgraph/hedera-mirror-node-explorer(main):package.json","GPL-3.0, MIT","https://app.snyk.io/vuln/snyk:lic:GPL-3.0, https://app.snyk.io/vuln/snyk:lic:MIT"
MIT AND BSD-3-Clause,sha.js@2.4.11,"hashgraph/hedera-stable-coin-solidity-ethereum(master):package.json, hashgraph/quorum(master):dashboard/assets/package.json, hashgraph/hedera-stable-coin-demo(master):stable-coin-sdk-js/package.json, hashgraph/hedera-hcs-token-example(master):javascript/hedera-hcs-token-example-server/package.json, @hashgraph-dev/stablecoin-npm-sdk, hashgraph/hedera-stable-coin-demo(master):stable-coin-admin/package.json, hashgraph/stablecoin-studio(main):backend/package.json, hashgraph/hedera-smart-contracts-libs-lab(main):javascriptWithAbiDecoder/package.json, hashgraph/hedera-stable-coin-demo(master):stable-coin-client/package.json, hashgraph/stablecoin-studio(main):contracts/package.json, hashgraph/hedera-hcs-token-example(master):javascript/hedera-hcs-token-example-ui/package.json, hashgraph/stablecoin-studio(main):sdk/package.json, hashgraph/hedera-fee-tool-js(master):package.json, hashgraph/hedera-nft-auction-demo(main):hedera-nft-auction-demo-javascript-client/package.json, hashgraph/hedera-stablecoin-demo-archived(master):ui/package.json, hashgraph/hashgraph-defi-alliance(main):hashgraph-react-wallets/package.json, hashgraph/hedera-hardhat-hethers(main):package.json, hashgraph/hedera-stablecoin-demo-archived(master):sdk/package.json, hashgraph/hedera-smart-contracts-libs-lab(main):javascriptDecodeRevert/package.json, hashgraph/hedera-smart-contracts-libs-lab(main):javascriptWithWeb3js/package.json, hashgraph/hedera-transaction-tool(main):back-end/package.json, hashgraph/hedera-subgraph-example(main):package.json, @hashgraph-dev/stablecoin-npm-cli, hashgraph/hedera-nft-auction-demo:hedera-nft-auction-demo-javascript-client/package.json, @hashgraph-dev/stablecoin-npm-contracts","MIT, BSD-3-Clause","https://app.snyk.io/vuln/snyk:lic:MIT, https://app.snyk.io/vuln/snyk:lic:BSD-3-Clause"
MIT AND Zlib,"pako@1.0.10, pako@1.0.11","hashgraph/quorum(master):dashboard/assets/package.json, hashgraph/hedera-fee-tool-js(master):package.json, hashgraph/hedera-sourcify(main):packages/lib-sourcify/package.json, hashgraph/hedera-nft-auction-demo(main):hedera-nft-auction-demo-javascript-client/package.json, hashgraph/stablecoin-studio(main):package.json, hashgraph/stablecoin-studio(main):web/package.json, hashgraph/hedera-nft-auction-demo:hedera-nft-auction-demo-javascript-client/package.json, hashgraph/hedera-mirror-node-explorer(main):package.json, @hashgraph-dev/stablecoin-dapp","MIT, Zlib","https://app.snyk.io/vuln/snyk:lic:MIT, https://app.snyk.io/vuln/snyk:lic:Zlib"
